device_id,device_type,data_type,data_size_kb,sampling_rate_hz,encryption_algorithm,key_size_bits,key_rotation_days,data_age_years,expected_retention_years,confidentiality_level,regulatory_requirement,access_frequency,risk_label,compliance_score,device_uptime_days
smart_home_sensor_00176,smart_home_sensor,door_status,20.3,0.436,RSA-3072,3072,1825,3.99,2.0,low,GDPR,monthly,medium,0.9939600570852629,1430
environmental_sensor_00177,environmental_sensor,particulate_matter,43.81,0.063,ECC-256,256,1825,5.25,3.6,low,None,monthly,medium,0.9095652281099144,1737
smart_home_sensor_00178,smart_home_sensor,motion,15.8,0.691,ECC-256,256,365,7.76,2.8,low,GDPR,weekly,medium,0.8536963092365016,3438
smart_home_sensor_00179,smart_home_sensor,motion,15.94,0.498,RSA-3072,3072,365,6.65,2.7,low,GDPR,monthly,medium,0.7513999537855995,1126
industrial_monitor_00180,industrial_monitor,temperature,96.07,73.61,RSA-2048,2048,30,4.88,8.6,high,"ISO27001, NIST",monthly,critical,0.9946396422552924,2632
environmental_sensor_00181,environmental_sensor,air_quality,54.67,0.086,ECC-256,256,1825,1.73,2.6,low,None,daily,low,0.7818117618157465,2550
smart_home_sensor_00182,smart_home_sensor,temperature,30.48,0.578,RSA-2048,2048,180,3.67,4.7,low,GDPR,rarely,high,0.8705129600459711,1480
health_monitor_00183,health_monitor,heart_rate,98.07,6.262,RSA-3072,3072,90,7.72,10.1,critical,"HIPAA, GDPR",daily,critical,0.8327508025983739,1143
health_monitor_00184,health_monitor,blood_pressure,87.69,9.758,RSA-2048,2048,180,3.96,23.3,critical,"HIPAA, GDPR",monthly,critical,0.7597957588106109,2066
environmental_sensor_00185,environmental_sensor,noise,25.69,0.073,ECC-256,256,90,1.59,5.7,low,None,rarely,medium,0.9342452658158409,3379
environmental_sensor_00186,environmental_sensor,particulate_matter,49.25,0.026,ECC-384,384,90,3.06,2.1,low,None,daily,low,0.7353560022881714,2574
health_monitor_00187,health_monitor,blood_pressure,86.78,8.82,RSA-2048,2048,30,5.55,23.5,critical,"HIPAA, GDPR",weekly,critical,0.8289477279755221,3375
environmental_sensor_00188,environmental_sensor,noise,21.12,0.069,ECC-256,256,90,4.88,3.6,low,None,hourly,medium,0.763410766034073,476
health_monitor_00189,health_monitor,heart_rate,107.11,8.837,ECC-256,256,30,0.96,23.0,critical,"HIPAA, GDPR",monthly,critical,0.8648747259048335,1550
industrial_monitor_00190,industrial_monitor,vibration,232.56,91.124,RSA-2048,2048,730,6.56,6.2,high,"ISO27001, NIST",hourly,high,0.9582406244391679,606
environmental_sensor_00191,environmental_sensor,particulate_matter,45.27,0.067,ECC-256,256,180,3.17,4.2,low,None,hourly,medium,0.9672388498914077,2308
health_monitor_00192,health_monitor,spo2,39.03,3.045,ECC-256,256,1825,5.18,25.2,critical,"HIPAA, GDPR",hourly,critical,0.8591497711630789,2603
industrial_monitor_00193,industrial_monitor,pressure,163.66,87.7,RSA-3072,3072,730,6.53,6.1,high,"ISO27001, NIST",rarely,high,0.7724875544841104,1658
smart_home_sensor_00194,smart_home_sensor,door_status,20.81,0.622,ECC-256,256,1825,6.0,3.9,low,GDPR,weekly,medium,0.8150400726572676,1004
environmental_sensor_00195,environmental_sensor,air_quality,16.36,0.028,ECC-256,256,365,7.64,5.3,low,None,weekly,medium,0.9066286634491147,1293
location_tracker_00196,location_tracker,gps_coordinates,25.34,0.531,RSA-2048,2048,365,2.13,5.0,high,"GDPR, CCPA",weekly,high,0.7863469817758726,2892
environmental_sensor_00197,environmental_sensor,particulate_matter,43.88,0.058,RSA-2048,2048,1825,5.76,3.4,low,None,monthly,medium,0.7460371908840973,2860
smart_home_sensor_00198,smart_home_sensor,temperature,10.96,0.57,ECC-384,384,730,1.56,2.2,low,GDPR,hourly,low,0.7834831795011326,651
smart_home_sensor_00199,smart_home_sensor,temperature,31.11,0.331,RSA-3072,3072,1825,4.45,1.2,low,GDPR,daily,low,0.7364534889242969,2734
industrial_monitor_00200,industrial_monitor,pressure,221.28,64.145,ECC-384,384,30,6.37,11.5,high,"ISO27001, NIST",daily,critical,0.7829966491897562,878
health_monitor_00201,health_monitor,heart_rate,105.91,9.153,ECC-256,256,180,6.27,15.5,critical,"HIPAA, GDPR",weekly,critical,0.7130530440742866,1528
location_tracker_00202,location_tracker,speed,20.59,0.701,ECC-256,256,30,3.45,4.1,high,"GDPR, CCPA",hourly,high,0.7187146015808732,636
industrial_monitor_00203,industrial_monitor,temperature,105.61,87.652,RSA-2048,2048,730,5.17,11.1,high,"ISO27001, NIST",weekly,critical,0.9575317753617205,642
smart_home_sensor_00204,smart_home_sensor,temperature,22.27,0.452,RSA-3072,3072,90,2.27,3.4,low,GDPR,daily,medium,0.7534751550901936,2910
industrial_monitor_00205,industrial_monitor,vibration,201.78,48.538,ECC-256,256,365,6.57,11.0,high,"ISO27001, NIST",daily,critical,0.9531368290189406,2709
environmental_sensor_00206,environmental_sensor,co2,46.97,0.034,ECC-256,256,30,2.65,3.1,low,None,hourly,medium,0.9987630379954757,940
location_tracker_00207,location_tracker,gps_coordinates,19.25,0.567,ECC-384,384,180,5.16,4.9,high,"GDPR, CCPA",daily,medium,0.8171435642716712,483
industrial_monitor_00208,industrial_monitor,vibration,151.72,30.775,RSA-2048,2048,90,7.95,11.6,high,"ISO27001, NIST",hourly,high,0.8343355238434136,445
industrial_monitor_00209,industrial_monitor,vibration,128.05,50.172,ECC-256,256,90,7.67,6.8,high,"ISO27001, NIST",hourly,critical,0.7857914385687671,2882
smart_home_sensor_00210,smart_home_sensor,humidity,27.72,0.48,RSA-2048,2048,365,7.85,2.9,low,GDPR,rarely,medium,0.7357583372394046,109
location_tracker_00211,location_tracker,speed,63.64,0.237,ECC-384,384,365,2.02,7.7,high,"GDPR, CCPA",monthly,high,0.8910670266249242,931
smart_home_sensor_00212,smart_home_sensor,door_status,11.07,0.78,ECC-384,384,1825,1.36,1.3,low,GDPR,monthly,low,0.9544095644068152,797
health_monitor_00213,health_monitor,spo2,66.57,3.368,RSA-2048,2048,180,1.99,20.2,critical,"HIPAA, GDPR",weekly,critical,0.900816616485501,2709
location_tracker_00214,location_tracker,altitude,44.83,0.502,RSA-4096,4096,180,6.31,7.0,high,"GDPR, CCPA",monthly,high,0.7328026459375933,1161
environmental_sensor_00215,environmental_sensor,noise,60.67,0.029,RSA-2048,2048,90,5.06,5.4,low,None,daily,medium,0.882005967883591,3606
industrial_monitor_00216,industrial_monitor,temperature,221.2,29.078,RSA-2048,2048,180,1.47,11.9,high,"ISO27001, NIST",daily,critical,0.8917844434186455,1064
location_tracker_00217,location_tracker,altitude,55.48,0.677,RSA-2048,2048,1825,2.58,7.2,high,"GDPR, CCPA",hourly,high,0.9069247873612863,1768
environmental_sensor_00218,environmental_sensor,noise,35.14,0.055,RSA-2048,2048,730,1.06,4.4,low,None,monthly,medium,0.7208425279400926,2614
health_monitor_00219,health_monitor,spo2,84.75,9.668,AES-256,256,365,2.56,20.1,critical,"HIPAA, GDPR",daily,high,0.9094328621598192,3560
environmental_sensor_00220,environmental_sensor,noise,16.02,0.087,RSA-2048,2048,90,5.24,2.8,low,None,weekly,medium,0.8813938793398209,3440
environmental_sensor_00221,environmental_sensor,particulate_matter,26.16,0.027,RSA-3072,3072,90,0.56,5.5,low,None,hourly,low,0.960435389734427,2151
industrial_monitor_00222,industrial_monitor,pressure,87.31,22.802,RSA-2048,2048,180,1.5,11.9,high,"ISO27001, NIST",hourly,critical,0.7495446286130523,2467
location_tracker_00223,location_tracker,speed,27.17,0.306,RSA-2048,2048,730,5.03,6.7,high,"GDPR, CCPA",daily,high,0.7186407889106952,1340
environmental_sensor_00224,environmental_sensor,noise,47.4,0.046,RSA-3072,3072,180,3.37,6.1,low,None,rarely,medium,0.9438636661705102,2068
environmental_sensor_00225,environmental_sensor,co2,27.93,0.097,RSA-2048,2048,730,0.25,3.3,low,None,daily,medium,0.7308828291675805,2093
smart_home_sensor_00226,smart_home_sensor,door_status,13.16,0.582,RSA-2048,2048,90,5.07,1.8,low,GDPR,rarely,medium,0.8140413732879423,131
environmental_sensor_00227,environmental_sensor,noise,21.27,0.054,RSA-4096,4096,730,6.77,2.5,low,None,daily,low,0.9606758175925497,3426
location_tracker_00228,location_tracker,altitude,51.39,0.392,RSA-3072,3072,30,4.95,9.0,high,"GDPR, CCPA",daily,critical,0.7834819075427706,3079
environmental_sensor_00229,environmental_sensor,co2,61.86,0.09,ECC-256,256,30,7.55,6.0,low,None,rarely,high,0.8325072981494008,1064
health_monitor_00230,health_monitor,blood_pressure,56.29,9.373,ECC-256,256,365,5.13,23.2,critical,"HIPAA, GDPR",weekly,critical,0.8842577409008895,1058
health_monitor_00231,health_monitor,spo2,75.26,9.005,ECC-384,384,730,5.93,20.2,critical,"HIPAA, GDPR",rarely,critical,0.8917438486141913,3241
environmental_sensor_00232,environmental_sensor,noise,50.38,0.018,RSA-2048,2048,180,0.2,6.8,low,None,rarely,medium,0.8782278617654522,235
smart_home_sensor_00233,smart_home_sensor,motion,16.39,0.367,ECC-256,256,180,1.56,1.7,low,GDPR,rarely,medium,0.7181945339916128,423
environmental_sensor_00234,environmental_sensor,co2,19.3,0.085,RSA-3072,3072,365,7.2,5.9,low,None,hourly,medium,0.9335237495084596,32
health_monitor_00235,health_monitor,blood_pressure,33.0,7.006,RSA-2048,2048,365,6.22,22.9,critical,"HIPAA, GDPR",daily,critical,0.9384868510308959,369
smart_home_sensor_00236,smart_home_sensor,humidity,15.03,0.819,AES-256,256,1825,3.94,4.7,low,GDPR,monthly,low,0.7312937430976225,171
smart_home_sensor_00237,smart_home_sensor,motion,10.66,0.139,ECC-256,256,30,3.04,2.7,low,GDPR,monthly,medium,0.9218962813757194,1911
smart_home_sensor_00238,smart_home_sensor,temperature,14.57,0.247,ECC-384,384,365,1.66,4.5,low,GDPR,rarely,low,0.8511690310513038,2870
industrial_monitor_00239,industrial_monitor,vibration,229.38,83.435,ECC-384,384,30,4.4,11.4,high,"ISO27001, NIST",rarely,high,0.7037786497319313,795
location_tracker_00240,location_tracker,speed,52.15,0.388,RSA-2048,2048,365,0.44,4.2,high,"GDPR, CCPA",rarely,high,0.9082554045828224,304
environmental_sensor_00241,environmental_sensor,particulate_matter,62.33,0.018,RSA-3072,3072,365,5.89,4.7,low,None,rarely,medium,0.838243162438197,2444
health_monitor_00242,health_monitor,temperature,42.17,6.507,RSA-2048,2048,1825,7.0,22.7,critical,"HIPAA, GDPR",rarely,critical,0.7379989125210897,1389
smart_home_sensor_00243,smart_home_sensor,humidity,13.92,0.108,ECC-256,256,30,2.3,1.8,low,GDPR,daily,medium,0.7527533706524019,1753
smart_home_sensor_00244,smart_home_sensor,motion,25.82,0.38,ECC-384,384,180,1.59,2.4,low,GDPR,rarely,low,0.9273312383137364,1490
health_monitor_00245,health_monitor,temperature,113.41,5.717,ECC-384,384,365,5.99,14.0,critical,"HIPAA, GDPR",daily,critical,0.9835856057630258,1747
environmental_sensor_00246,environmental_sensor,air_quality,52.3,0.071,ECC-384,384,1825,7.03,7.0,low,None,monthly,low,0.7491962568236015,2837
environmental_sensor_00247,environmental_sensor,noise,58.54,0.075,ECC-256,256,730,5.34,2.0,low,None,rarely,medium,0.8207106790105776,2183
smart_home_sensor_00248,smart_home_sensor,humidity,12.35,0.25,RSA-3072,3072,30,4.75,2.9,low,GDPR,weekly,low,0.7959044713307557,1635
environmental_sensor_00249,environmental_sensor,noise,49.74,0.03,RSA-2048,2048,90,4.84,5.0,low,None,monthly,medium,0.8760332013840153,611
location_tracker_00250,location_tracker,speed,19.7,0.548,RSA-2048,2048,730,5.99,9.9,high,"GDPR, CCPA",rarely,critical,0.7585764566162956,1811
location_tracker_00251,location_tracker,speed,23.08,0.496,RSA-2048,2048,30,0.8,4.5,high,"GDPR, CCPA",weekly,critical,0.8737074435133754,231
location_tracker_00252,location_tracker,speed,51.21,0.79,RSA-2048,2048,30,3.43,7.5,high,"GDPR, CCPA",weekly,high,0.9493569328956999,2872
location_tracker_00253,location_tracker,speed,61.62,0.766,RSA-2048,2048,365,2.96,5.3,high,"GDPR, CCPA",rarely,high,0.8923353299951012,2931
industrial_monitor_00254,industrial_monitor,pressure,176.6,62.723,ECC-256,256,180,2.46,14.4,high,"ISO27001, NIST",daily,critical,0.7582826882698224,1198
industrial_monitor_00255,industrial_monitor,vibration,136.37,30.299,RSA-3072,3072,365,6.44,9.6,high,"ISO27001, NIST",rarely,high,0.9246979895951971,1530
location_tracker_00256,location_tracker,altitude,18.39,0.668,ECC-384,384,180,3.55,8.1,high,"GDPR, CCPA",hourly,high,0.8380592865817156,2399
location_tracker_00257,location_tracker,gps_coordinates,47.53,0.776,AES-256,256,1825,2.33,3.3,high,"GDPR, CCPA",monthly,medium,0.7338782883440317,1205
industrial_monitor_00258,industrial_monitor,flow_rate,111.91,91.563,RSA-2048,2048,1825,3.49,13.4,high,"ISO27001, NIST",monthly,critical,0.798139706491689,2997
health_monitor_00259,health_monitor,heart_rate,36.46,8.678,ECC-256,256,180,1.2,20.6,critical,"HIPAA, GDPR",hourly,critical,0.7724370141675231,319
industrial_monitor_00260,industrial_monitor,flow_rate,109.46,17.778,ECC-256,256,180,7.71,10.6,high,"ISO27001, NIST",rarely,critical,0.9530322863067076,2233
smart_home_sensor_00261,smart_home_sensor,humidity,14.24,0.477,ECC-256,256,90,7.84,1.6,low,GDPR,daily,medium,0.7680827225479728,3500
environmental_sensor_00262,environmental_sensor,noise,30.82,0.04,ECC-384,384,365,2.86,2.6,low,None,daily,low,0.8535716587108131,2448
environmental_sensor_00263,environmental_sensor,noise,20.26,0.048,ECC-256,256,30,4.23,2.6,low,None,daily,medium,0.8956927997641908,2387
location_tracker_00264,location_tracker,altitude,54.0,0.588,RSA-4096,4096,90,0.75,6.2,high,"GDPR, CCPA",hourly,medium,0.7168951997105586,1137
smart_home_sensor_00265,smart_home_sensor,temperature,23.94,0.227,RSA-2048,2048,90,3.75,2.6,low,GDPR,rarely,medium,0.7422804814574417,374
location_tracker_00266,location_tracker,speed,54.71,0.561,RSA-3072,3072,180,6.31,4.4,high,"GDPR, CCPA",rarely,medium,0.9361311224769984,1143
location_tracker_00267,location_tracker,altitude,52.32,0.397,RSA-4096,4096,730,5.31,4.1,high,"GDPR, CCPA",weekly,medium,0.8031673716069769,2054
environmental_sensor_00268,environmental_sensor,air_quality,52.04,0.06,ECC-256,256,90,0.62,4.3,low,None,monthly,medium,0.9106051369400358,1882
health_monitor_00269,health_monitor,blood_pressure,42.13,5.48,ECC-256,256,30,3.24,11.9,critical,"HIPAA, GDPR",rarely,critical,0.9277803500122365,932
industrial_monitor_00270,industrial_monitor,flow_rate,164.48,28.339,RSA-2048,2048,365,6.08,7.8,high,"ISO27001, NIST",hourly,high,0.8928046180973496,717
smart_home_sensor_00271,smart_home_sensor,humidity,21.39,0.503,RSA-2048,2048,180,2.97,4.6,low,GDPR,weekly,medium,0.8745146667483334,2970
health_monitor_00272,health_monitor,temperature,49.69,2.818,ECC-384,384,365,6.58,16.3,critical,"HIPAA, GDPR",weekly,high,0.8485031059698414,787
health_monitor_00273,health_monitor,temperature,62.69,7.658,AES-256,256,730,7.87,23.4,critical,"HIPAA, GDPR",rarely,high,0.817887026108864,539
smart_home_sensor_00274,smart_home_sensor,door_status,31.51,0.997,ECC-256,256,180,5.53,1.4,low,GDPR,monthly,medium,0.7448403266239985,3393
health_monitor_00275,health_monitor,temperature,39.62,9.012,ECC-256,256,730,2.76,15.9,critical,"HIPAA, GDPR",daily,critical,0.9918605997783118,2757
industrial_monitor_00276,industrial_monitor,temperature,154.46,38.292,ECC-384,384,365,2.58,7.5,high,"ISO27001, NIST",weekly,medium,0.8925754174598504,2073
location_tracker_00277,location_tracker,altitude,50.18,0.256,ECC-384,384,1825,5.78,5.9,high,"GDPR, CCPA",daily,medium,0.7582771449049514,2329
health_monitor_00278,health_monitor,spo2,103.89,5.053,ECC-256,256,1825,5.93,26.1,critical,"HIPAA, GDPR",weekly,critical,0.950945596410915,1299
industrial_monitor_00279,industrial_monitor,pressure,193.83,21.364,RSA-2048,2048,365,5.49,6.7,high,"ISO27001, NIST",monthly,critical,0.9467315452192538,3271
location_tracker_00280,location_tracker,gps_coordinates,29.41,0.853,ECC-256,256,365,6.94,4.5,high,"GDPR, CCPA",rarely,high,0.9258941754780856,1874
industrial_monitor_00281,industrial_monitor,pressure,189.41,37.355,ECC-384,384,365,1.94,13.1,high,"ISO27001, NIST",monthly,high,0.7347061129721157,3466
environmental_sensor_00282,environmental_sensor,particulate_matter,59.55,0.033,ECC-256,256,180,0.98,4.2,low,None,monthly,medium,0.7053717664874615,2355
environmental_sensor_00283,environmental_sensor,noise,35.81,0.022,ECC-384,384,180,3.44,2.2,low,None,daily,low,0.9124674302853277,1769
health_monitor_00284,health_monitor,spo2,111.3,9.755,ECC-256,256,365,0.24,29.3,critical,"HIPAA, GDPR",hourly,critical,0.7613510139379569,1018
industrial_monitor_00285,industrial_monitor,temperature,118.05,84.646,ECC-384,384,1825,1.83,6.2,high,"ISO27001, NIST",monthly,medium,0.9522223812322856,1267
health_monitor_00286,health_monitor,blood_pressure,86.45,1.415,RSA-2048,2048,1825,4.83,15.9,critical,"HIPAA, GDPR",weekly,critical,0.9018180783520909,2255
health_monitor_00287,health_monitor,temperature,116.21,1.58,ECC-384,384,730,4.79,27.8,critical,"HIPAA, GDPR",rarely,critical,0.8123219481265129,3392
health_monitor_00288,health_monitor,temperature,87.95,1.312,AES-256,256,90,4.63,23.2,critical,"HIPAA, GDPR",monthly,high,0.8462528929008979,2743
environmental_sensor_00289,environmental_sensor,particulate_matter,51.4,0.054,RSA-4096,4096,30,5.39,6.1,low,None,hourly,low,0.8508215233172993,1190
environmental_sensor_00290,environmental_sensor,particulate_matter,31.21,0.049,RSA-3072,3072,30,2.79,2.8,low,None,rarely,low,0.8136770057003886,1285
industrial_monitor_00291,industrial_monitor,vibration,198.91,63.253,RSA-2048,2048,365,0.92,8.8,high,"ISO27001, NIST",rarely,critical,0.7538116221008049,862
industrial_monitor_00292,industrial_monitor,vibration,116.14,33.641,RSA-3072,3072,30,4.1,11.3,high,"ISO27001, NIST",hourly,high,0.9983033594804509,505
smart_home_sensor_00293,smart_home_sensor,temperature,22.5,0.136,ECC-384,384,180,2.29,4.9,low,GDPR,rarely,low,0.9247655473625247,1942
environmental_sensor_00294,environmental_sensor,air_quality,38.55,0.066,RSA-3072,3072,365,1.74,4.6,low,None,hourly,low,0.7469246389368458,1393
health_monitor_00295,health_monitor,blood_pressure,113.02,8.5,RSA-2048,2048,730,3.56,14.4,critical,"HIPAA, GDPR",daily,critical,0.7103705697512633,1611
industrial_monitor_00296,industrial_monitor,vibration,140.23,93.858,RSA-2048,2048,30,6.56,10.3,high,"ISO27001, NIST",weekly,critical,0.8032992062077431,2872
health_monitor_00297,health_monitor,spo2,99.42,5.442,AES-256,256,730,7.44,13.3,critical,"HIPAA, GDPR",monthly,high,0.8663344758689331,620
industrial_monitor_00298,industrial_monitor,temperature,192.82,89.403,RSA-2048,2048,730,2.54,13.2,high,"ISO27001, NIST",monthly,critical,0.9813819756817175,1439
smart_home_sensor_00299,smart_home_sensor,temperature,23.27,0.101,RSA-2048,2048,730,6.65,1.2,low,GDPR,monthly,medium,0.739719557313636,2772
smart_home_sensor_00300,smart_home_sensor,humidity,17.21,0.203,RSA-3072,3072,90,0.83,3.4,low,GDPR,monthly,medium,0.8320677246925732,723
health_monitor_00301,health_monitor,heart_rate,62.82,4.638,ECC-256,256,90,5.38,23.6,critical,"HIPAA, GDPR",daily,critical,0.7535864749531085,2731
industrial_monitor_00302,industrial_monitor,flow_rate,160.41,63.882,RSA-2048,2048,30,4.94,13.7,high,"ISO27001, NIST",monthly,critical,0.7209198830436702,1098
industrial_monitor_00303,industrial_monitor,pressure,76.76,91.221,RSA-4096,4096,90,0.19,9.2,high,"ISO27001, NIST",weekly,high,0.880400749342916,2061
industrial_monitor_00304,industrial_monitor,pressure,140.68,17.595,ECC-384,384,1825,4.51,8.4,high,"ISO27001, NIST",hourly,high,0.7311403998669126,2118
location_tracker_00305,location_tracker,gps_coordinates,36.64,0.723,ECC-256,256,30,2.52,8.5,high,"GDPR, CCPA",monthly,critical,0.9160569184253071,2792
location_tracker_00306,location_tracker,altitude,37.61,0.446,ECC-256,256,30,3.5,5.2,high,"GDPR, CCPA",daily,high,0.8660537946507509,1055
industrial_monitor_00307,industrial_monitor,pressure,139.45,12.468,RSA-4096,4096,90,1.42,9.3,high,"ISO27001, NIST",monthly,high,0.7697563190978648,931
environmental_sensor_00308,environmental_sensor,noise,61.44,0.079,RSA-2048,2048,90,5.2,5.2,low,None,weekly,medium,0.9383478126313386,3109
industrial_monitor_00309,industrial_monitor,vibration,83.44,63.639,ECC-384,384,90,6.75,10.8,high,"ISO27001, NIST",hourly,high,0.909883623152335,2851
